height,expcost,expcost_given_failure,runtime
0,974.8544931838907,519.4281846126395,0.031130300005315803
1,974.8544931838907,519.4281846126395,0.008158300006471109
2,1163.7596443166187,750.7818599613239,0.0036733000015374273
3,1224.9940576647186,820.492128655732,0.0028736000022036023
4,1304.6668505984917,911.1927988210538,0.0020656999986385927
5,1334.3844323815683,945.0237276006982,0.0020017999995616265
6,1334.3844323815683,945.0237276006982,0.0018554000052972697
7,1334.3844323815683,945.0237276006982,0.0017474999986006878
