height,expcost,expcost_given_failure,runtime
0,3830.8320055891213,300.99280425521096,0.004562500005704351
1,3853.1933915137542,463.2393049235519,0.0013238999963505194
2,3853.86427266987,468.10698711064305,0.0012897999986307696
3,3855.835843067697,482.4120216441429,0.0008997999975690618
4,3855.835843067697,482.4120216441429,0.0008533999935025349
