FT,expcost,expcost_given_failure,bes,time(s),gates,CS,TESTIFSAME
be4_ft1_orp0.93_mc2.dft,556.335740947085,283.8490237936293,4,2.0631999359466135e-05,3,4,True
be2_ft1_orp0.96_mc5.dft,44.9574,42.29470523289841,2,7.987999997567386e-06,1,2,True
be3_ft1_orp0.05_mc8.dft,31.018943240448,187.00000000000003,3,1.2328000157140195e-05,1,1,True
