FT,expcost,expcost_given_failure,bes,time(s),gates,CS,TESTIFSAME
be4_ft1_orp0.93_mc2.dft,556.3140709470849,282.7848896150751,4,3.062400093767792e-05,3,4,True
be2_ft1_orp0.96_mc5.dft,44.70844,26.484606988353512,2,1.2611999991349876e-05,1,2,True
be3_ft1_orp0.05_mc8.dft,31.018943240448,187.00000000000003,3,1.8891999206971378e-05,1,1,True
